weak,strong,grade,anchor,pragmatic,logical
cheap,free,A,I got a cheap coffee from the corner shop.,I did not get a free coffee from the corner shop.,I got a free coffee from the corner shop.
cheap,free,A,He's wearing cheap shoes he bought online.,He's not wearing free shoes he bought online.,He's wearing free shoes he bought online.
cheap,free,A,The cheap rent in this area attracts many students.,The free rent in this area does not attract many students.,The free rent in this area attracts many students.
cheap,free,A,We enjoyed cheap meals at the new diner.,We did not enjoy free meals at the new diner.,We enjoyed free meals at the new diner.
cheap,free,A,The supermarket has cheap produce this week.,The supermarket does not have free produce this week.,The supermarket has free produce this week.
cheap,free,A,He bought a cheap watch for his friend.,He did not buy a free watch for his friend.,He bought a free watch for his friend.
cheap,free,A,There is a cheap program for learning guitar.,There is not a free program for learning guitar.,There is a free program for learning guitar.
cheap,free,A,I found cheap tickets to the movie theater.,I did not find free tickets to the movie theater.,I found free tickets to the movie theater.
cheap,free,A,The shop has cheap gifts for the holidays.,The shop does not have free gifts for the holidays.,The shop has free gifts for the holidays.
cheap,free,A,Her cheap bag was surprisingly spacious.,Her bag was not surprisingly spacious and free.,Her free bag was surprisingly spacious.
cheap,free,A,The festival offers cheap tickets for entry.,The festival does not offer free tickets for entry.,The festival offers free tickets for entry.
cheap,free,A,They have a cheap subscription service for movies.,They do not have a free subscription service for movies.,They have a free subscription service for movies.
cheap,free,A,He bought a cheap bicycle to get around town.,He did not buy a free bicycle to get around town.,He bought a free bicycle to get around town.
cheap,free,A,The art class is offering cheap lessons this month.,The art class is not offering free lessons this month.,The art class is offering free lessons this month.
cheap,free,A,The software is available at a cheap rate.,The software is not available at a free rate.,The software is available at a free rate.
cheap,free,A,They have a cheap solution for car repairs.,They do not have a free solution for car repairs.,They have a free solution for car repairs.
cheap,free,A,The vendor is selling cheap toys for children.,The vendor is not selling free toys for children.,The vendor is selling free toys for children.
cheap,free,A,I saw a cheap art piece at the gallery.,I did not see a free art piece at the gallery.,I saw a free art piece at the gallery.
cheap,free,A,The company provides cheap insurance plans.,The company does not provide free insurance plans.,The company provides free insurance plans.
cheap,free,A,She got a cheap haircut at the new salon.,She did not get a free haircut at the new salon.,She got a free haircut at the new salon.
cheap,free,A,They are offering cheap upgrades for the software.,They are not offering free upgrades for the software.,They are offering free upgrades for the software.
cheap,free,A,The cafe has cheap coffee and snacks.,The cafe does not have free coffee and snacks.,The cafe has free coffee and snacks.
cheap,free,A,He found a cheap paint set for his project.,He did not find a free paint set for his project.,He found a free paint set for his project.
cheap,free,A,The hotel offers cheap rates during off-peak seasons.,The hotel does not offer free rates during off-peak seasons.,The hotel offers free rates during off-peak seasons.
cheap,free,A,We bought cheap curtains for our living room.,We did not buy free curtains for our living room.,We bought free curtains for our living room.
cheap,free,A,The event features cheap food and drinks.,The event does not feature free food and drinks.,The event features free food and drinks.
cheap,free,A,There are cheap options for public transport tickets.,There are not free options for public transport tickets.,There are free options for public transport tickets.
cheap,free,A,The sale includes cheap winter jackets.,The sale does not include free winter jackets.,The sale includes free winter jackets.
cheap,free,A,She got a cheap bike for commuting to work.,She did not get a free bike for commuting to work.,She got a free bike for commuting to work.
cheap,free,A,The bakery sells cheap pastries on weekends.,The bakery does not sell free pastries on weekends.,The bakery sells free pastries on weekends.
cheap,free,A,This shop has a cheap selection of books.,This shop does not have a free selection of books.,This shop has a free selection of books.
cheap,free,A,The electronics store offers cheap gadgets.,The electronics store does not offer free gadgets.,The electronics store offers free gadgets.
cheap,free,A,He bought cheap materials for his art project.,He did not buy free materials for his art project.,He bought free materials for his art project.
cheap,free,A,The market has cheap vegetables available.,The market does not have free vegetables available.,The market has free vegetables available.
cheap,free,A,We enjoyed cheap ice cream on the hot day.,We did not enjoy free ice cream on the hot day.,We enjoyed free ice cream on the hot day.
cheap,free,A,He found cheap headphones online.,He did not find free headphones online.,He found free headphones online.
cheap,free,A,The school provides cheap textbooks for students.,The school does not provide free textbooks for students.,The school provides free textbooks for students.
cheap,free,A,They had a cheap deal for a weekend getaway.,They did not have a free deal for a weekend getaway.,They had a free deal for a weekend getaway.
cheap,free,A,I bought cheap gift cards for the holidays.,I did not buy free gift cards for the holidays.,I bought free gift cards for the holidays.
cheap,free,A,He is offering cheap phone repairs.,He is not offering free phone repairs.,He is offering free phone repairs.
cheap,free,A,The cosmetics store has cheap makeup.,The cosmetics store does not have free makeup.,The cosmetics store has free makeup.
cheap,free,A,The restaurant offers cheap meals every Thursday.,The restaurant does not offer free meals every Thursday.,The restaurant offers free meals every Thursday.
cheap,free,A,I found a cheap book at the thrift store.,I did not find a free book at the thrift store.,I found a free book at the thrift store.
cheap,free,A,They sell cheap tickets for the concert online.,They do not sell free tickets for the concert online.,They sell free tickets for the concert online.
